Sample,Location,Floor,Type,Indoor_Outdoor,Air_out,Material,Temperature,Humidness,RNA,Notes,DNA_RNA,Date,Group,Month,Season
240813_3A,SAb1 ,b1,Outdoor,Outdoor,no,plastic,27.8,0.672,No,,DNA,240813,Outdoor,8,Summer
240813_4A,SAb1 SA007,b1,Office,Indoor,yes,plastic,27,0.643,No,,DNA,240813,Underground,8,Summer
240813_5A,SBb1 SB022 (in front of toilet door),b1,Corridor,Indoor,no,plastic,28.3,0.653,No,,DNA,240813,Underground,8,Summer
240813_6A,SBb1 SB026,b1,Toilet (Male),Indoor,yes,plastic,28.7,0.657,No,,DNA,240813,Underground,8,Summer
240813_7A,SBb1 SB022,b1,Toilet (Female),Indoor,yes,plastic,29.2,0.656,No,,DNA,240813,Underground,8,Summer
240813_8A,SBb1 SB034 right side ,b1,Corridor,Indoor,no,metal,29.4,0.653,No,,DNA,240813,Underground,8,Summer
240813_9A,SBb1 SB038 left side,b1,Corridor,Indoor,yes,plastic,29.5,0.65,No,,DNA,240813,Underground,8,Summer
240813_10A,SBb1 SB024 left side,b1,Corridor,Indoor,no,metal,29.4,0.65,No,,DNA,240813,Underground,8,Summer
240813_11A,SCb1 Parking lot,b1,Parking lot,Indoor,no,metal,29.3,0.644,No,,DNA,240813,Underground,8,Summer
240813_12A,SCb1 Parking lot,b1,Parking lot,Indoor,no,metal,29.4,0.646,No,,DNA,240813,Underground,8,Summer
240813_13A,SCb1 Parking lot,b1,Parking lot,Indoor,no,metal,29.2,0.646,No,,DNA,240813,Underground,8,Summer
240813_14A,SC Elevator,Elevator,Elevator,Indoor,no,metal,29.4,0.644,No,,DNA,240813,Elevator,8,Summer
240813_15A,SDb1 Parking lot,b1,Parking lot,Indoor,no,metal,29.5,0.656,No,,DNA,240813,Underground,8,Summer
240813_16A,SDb1 Parking lot,b1,Parking lot,Indoor,no,metal,29.5,0.667,No,,DNA,240813,Underground,8,Summer
240813_17A,SDb1 Parking lot,b1,Parking lot,Indoor,no,metal,29.5,0.674,No,,DNA,240813,Underground,8,Summer
240813_18A,SDb1,b1,Corridor,Indoor,no,metal,29.4,0.676,No,Renovation,DNA,240813,Underground,8,Summer
240813_19A,SB273,2,Common room,Indoor,yes,metal,28.8,0.639,No,,DNA,240813,Aboveground,8,Summer
240813_20A,SC169,2,Classroom,Indoor,no,metal,NA,NA,No,Not a crowded place,DNA,240813,Aboveground,8,Summer
240813_21A,SA Elevator,Elevator,Elevator,Indoor,no,metal,29.4,0.605,No,,DNA,240813,Elevator,8,Summer
240813_22A,SA421,4,Office,Indoor,no,metal,28.3,0.589,No,Renovation,DNA,240813,Aboveground,8,Summer
230922_N,,,Negative control,,,NA,NA,NA,,,DNA,240922,NA,9,Autumn
R230922_1A,SAb1 (By the Elevator),b1,Corridor,Indoor,no,plastic,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_2A,SAb1 ,b1,Outdoor,Outdoor,yes,metal,22,0.92,No,Drop,RNA,230922,Outdoor,9,Autumn
R230922_3A,SAb1 ,b1,Outdoor,Outdoor,no,plastic,22,0.92,No,Drop,RNA,230922,Outdoor,9,Autumn
R230922_4A,SAb1 SA007,b1,Office,Indoor,yes,plastic,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_5A,SBb1 SB022 (in front of toilet door),b1,Corridor,Indoor,no,plastic,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_6A,SBb1 SB026,b1,Toilet (Male),Indoor,yes,plastic,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_7A,SBb1 SB022,b1,Toilet (Female),Indoor,yes,plastic,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_8A,SBb1 SB034 right side ,b1,Corridor,Indoor,no,metal,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_9A,SBb1 SB038 left side,b1,Corridor,Indoor,yes,plastic,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_10A,SBb1 SB024 left side,b1,Corridor,Indoor,no,metal,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_11A,SCb1 Parking lot,b1,Parking lot,Indoor,no,metal,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_12A,SCb1 Parking lot,b1,Parking lot,Indoor,no,metal,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_13A,SCb1 Parking lot,b1,Parking lot,Indoor,no,metal,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_14A,SC Elevator,Elevator,Elevator,Indoor,no,metal,22,0.92,No,Drop,RNA,230922,Elevator,9,Autumn
R230922_15A,SDb1 Parking lot,b1,Parking lot,Indoor,no,metal,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_16A,SDb1 Parking lot,b1,Parking lot,Indoor,no,metal,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_17A,SDb1 Parking lot,b1,Parking lot,Indoor,no,metal,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
R230922_18A,SDb1,b1,Corridor,Indoor,no,metal,22,0.92,No,Drop,RNA,230922,Underground,9,Autumn
