Sample	Location	Floor	Type	Indoor.Outdoor	Air.out	Material	Temperature	Humidness	RNA	Notes	DNARNA	SampleName	Date	Month	Building	SampleName2	SampleSite	SampleSite2	SampleSite3	Season	SeasonBymonth	Group
240718_22A	SA421	4	Office	Indoor	no	metal	27.9	64	No	Renovation	DNA	240718_22A	240718	2407	SA	240718_22A-SA421	22A	2407-22A	07-22A	Summer	Summer	Aboveground
240718_3A	SAb1	b1	Outdoor	Outdoor	no	plastic	26.2	64.5	No		DNA	240718_3A	240718	2407	SA	240718_3A-SAb1	3A	2407-3A	07-3A	Summer	Summer	Outdoor
240718_4A	SAb1 SA007	b1	Office	Indoor	no	plastic	26.3	63.2	No		DNA	240718_4A	240718	2407	SA	240718_4A-SAb1 SA007	4A	2407-4A	07-4A	Summer	Summer	Underground
240718_6A	SBb1 SB026	b1	Toilet (Male)	Indoor	yes	plastic	27	63.4	No		DNA	240718_6A	240718	2407	SB	240718_6A-SBb1 SB026	6A	2407-6A	07-6A	Summer	Summer	Underground
240718_7A	SBb1 SB022	b1	Toilet (Female)	Indoor	yes	plastic	27.1	63.3	No		DNA	240718_7A	240718	2407	SB	240718_7A-SBb1 SB022	7A	2407-7A	07-7A	Summer	Summer	Underground
240718_8A	SBb1 SB034 right side	b1	Corridor	Indoor	no	metal	27	63.4	No		DNA	240718_8A	240718	2407	SB	240718_8A-SBb1 SB034 right side	8A	2407-8A	07-8A	Summer	Summer	Underground
240718_9A	SBb1 SB038 left side	b1	Corridor	Indoor	no	plastic	27	64	No		DNA	240718_9A	240718	2407	SB	240718_9A-SBb1 SB038 left side	9A	2407-9A	07-9A	Summer	Summer	Underground
240801_10B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	29.1	64.7	No		DNA	240801_10B	240801	2408	SC	240801_10B-SCb1 Parking lot	10B	2408-10B	08-10B	Summer	Summer	Underground
240801_11B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	29.2	65.4	No		DNA	240801_11B	240801	2408	SC	240801_11B-SCb1 Parking lot	11B	2408-11B	08-11B	Summer	Summer	Underground
240801_12B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	29.2	65.7	No		DNA	240801_12B	240801	2408	SC	240801_12B-SCb1 Parking lot	12B	2408-12B	08-12B	Summer	Summer	Underground
240801_13B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	29.8	66.4	No		DNA	240801_13B	240801	2408	SD	240801_13B-SCb1 Parking lot	13B	2408-13B	08-13B	Summer	Summer	Underground
240801_14B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	30.1	66.8	No		DNA	240801_14B	240801	2408	SD	240801_14B-SCb1 Parking lot	14B	2408-14B	08-14B	Summer	Summer	Underground
240801_15B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	30.3	66.9	No		DNA	240801_15B	240801	2408	SD	240801_15B-SCb1 Parking lot	15B	2408-15B	08-15B	Summer	Summer	Underground
240801_16B	SD Elevator	Elevator	Elevator	Indoor	no	metal	29.8	66	No		DNA	240801_16B	240801	2408	SD	240801_16B-SD Elevator	16B	2408-16B	08-16B	Summer	Summer	Elevator
240801_17B	SD254	2	Classroom	Indoor	yes	metal	28.5	61.9	No		DNA	240801_17B	240801	2408	SD	240801_17B-SD254	17B	2408-17B	08-17B	Summer	Summer	Aboveground
240801_18B	SD234	2	Corridor	Indoor	no	plastic	28.3	61.2	No		DNA	240801_18B	240801	2408	SD	240801_18B-SD234	18B	2408-18B	08-18B	Summer	Summer	Aboveground
240801_19B	SC221	2	Common room	Indoor	yes	metal	28.6	59.8	No		DNA	240801_19B	240801	2408	SC	240801_19B-SC221	19B	2408-19B	08-19B	Summer	Summer	Aboveground
240801_1B	SAb1 SA084 left side	b1	Corridor	Indoor	no	metal	28.1	67.6	No		DNA	240801_1B	240801	2408	SA	240801_1B-SAb1 SA084 left side	1B	2408-1B	08-1B	Summer	Summer	Underground
240801_21B	SA521	5	Common room	Indoor	yes	metal	27.5	54.5	No		DNA	240801_21B	240801	2408	SA	240801_21B-SA521	21B	2408-21B	08-21B	Summer	Summer	Aboveground
240801_3B	SAb1 SA080	b1	Toilet (Female)	Indoor	no	metal	27.9	68	No		DNA	240801_3B	240801	2408	SA	240801_3B-SAb1 SA080	3B	2408-3B	08-3B	Summer	Summer	Underground
240801_4B	SAb1 Canteen	b1	Canteen	Indoor	no	metal	27.2	66.3	No		DNA	240801_4B	240801	2408	SA	240801_4B-SAb1 Canteen	4B	2408-4B	08-4B	Summer	Summer	Underground
240801_5B	SAb1 SA089 (front)	b1	Corridor	Indoor	no	metal	27.2	66.6	No		DNA	240801_5B	240801	2408	SA	240801_5B-SAb1 SA089 (front)	5B	2408-5B	08-5B	Summer	Summer	Underground
240801_6B	SAb1	b1	Corridor	Indoor	no	metal	26.7	66.3	No		DNA	240801_6B	240801	2408	SA	240801_6B-SAb1	6B	2408-6B	08-6B	Summer	Summer	Underground
240801_7B	SBb1 (in front of elevator)	b1	Corridor	Indoor	no	metal	27.7	66.3	No		DNA	240801_7B	240801	2408	SB	240801_7B-SBb1 (in front of elevator)	7B	2408-7B	08-7B	Summer	Summer	Underground
240801_8B	SBb1	b1	Outdoor	Outdoor	no	metal	30.9	65.6	No		DNA	240801_8B	240801	2408	SB	240801_8B-SBb1	8B	2408-8B	08-8B	Summer	Summer	Outdoor
240801_9B	SB Elevator	Elevator	Elevator	Indoor	no	metal	29.8	64	No	Only sample the right side	DNA	240801_9B	240801	2408	SB	240801_9B-SB Elevator	9B	2408-9B	08-9B	Summer	Summer	Elevator
240813_10A	SBb1 SB024 left side	b1	Corridor	Indoor	no	metal	29.4	65	No		DNA	240813_10A	240813	2408	SB	240813_10A-SBb1 SB024 left side	10A	2408-10A	08-10A	Summer	Summer	Underground
240813_11A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	29.3	64.4	No		DNA	240813_11A	240813	2408	SC	240813_11A-SCb1 Parking lot	11A	2408-11A	08-11A	Summer	Summer	Underground
240813_12A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	29.4	64.6	No		DNA	240813_12A	240813	2408	SC	240813_12A-SCb1 Parking lot	12A	2408-12A	08-12A	Summer	Summer	Underground
240813_13A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	29.2	64.6	No		DNA	240813_13A	240813	2408	SC	240813_13A-SCb1 Parking lot	13A	2408-13A	08-13A	Summer	Summer	Underground
240813_14A	SC Elevator	Elevator	Elevator	Indoor	no	metal	29.4	64.4	No		DNA	240813_14A	240813	2408	SC	240813_14A-SC Elevator	14A	2408-14A	08-14A	Summer	Summer	Elevator
240813_15A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	29.5	65.6	No		DNA	240813_15A	240813	2408	SD	240813_15A-SDb1 Parking lot	15A	2408-15A	08-15A	Summer	Summer	Underground
240813_17A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	29.5	67.4	No		DNA	240813_17A	240813	2408	SD	240813_17A-SDb1 Parking lot	17A	2408-17A	08-17A	Summer	Summer	Underground
240813_18A	SDb1	b1	Corridor	Indoor	no	metal	29.4	67.6	No	Renovation	DNA	240813_18A	240813	2408	SD	240813_18A-SDb1	18A	2408-18A	08-18A	Summer	Summer	Underground
240813_19A	SB273	2	Common room	Indoor	yes	metal	28.8	63.9	No		DNA	240813_19A	240813	2408	SB	240813_19A-SB273	19A	2408-19A	08-19A	Summer	Summer	Aboveground
240813_1A	SAb1 (By the elevator)	b1	Corridor	Indoor	no	plastic	26.6	64.4	No		DNA	240813_1A	240813	2408	SA	240813_1A-SAb1 (By the elevator)	1A	2408-1A	08-1A	Summer	Summer	Underground
240813_21A	SA Elevator	Elevator	Elevator	Indoor	no	metal	29.4	60.5	No		DNA	240813_21A	240813	2408	SA	240813_21A-SA Elevator	21A	2408-21A	08-21A	Summer	Summer	Elevator
240813_3A	SAb1	b1	Outdoor	Outdoor	no	plastic	27.8	67.2	No		DNA	240813_3A	240813	2408	SA	240813_3A-SAb1	3A	2408-3A	08-3A	Summer	Summer	Outdoor
240813_5A	SBb1 SB022 (in front of toilet door)	b1	Corridor	Indoor	no	plastic	28.3	65.3	No		DNA	240813_5A	240813	2408	SB	240813_5A-SBb1 SB022 (in front of toilet door)	5A	2408-5A	08-5A	Summer	Summer	Underground
240813_6A	SBb1 SB026	b1	Toilet (Male)	Indoor	yes	plastic	28.7	65.7	No		DNA	240813_6A	240813	2408	SB	240813_6A-SBb1 SB026	6A	2408-6A	08-6A	Summer	Summer	Underground
240813_8A	SBb1 SB034 right side	b1	Corridor	Indoor	no	metal	29.4	65.3	No		DNA	240813_8A	240813	2408	SB	240813_8A-SBb1 SB034 right side	8A	2408-8A	08-8A	Summer	Summer	Underground
240813_9A	SBb1 SB038 left side	b1	Corridor	Indoor	yes	plastic	29.5	65	No		DNA	240813_9A	240813	2408	SB	240813_9A-SBb1 SB038 left side	9A	2408-9A	08-9A	Summer	Summer	Underground
